Month,IC
2017-02-01,-0.004206943962732866
2017-03-01,-0.02996530808078617
2017-04-01,-0.012252076339840873
2017-05-01,0.08583732790302359
2017-06-01,-0.005341090434850388
2017-07-01,0.04488736420113329
2017-08-01,-0.007735664878697916
2017-09-01,0.052083232676915725
2017-10-01,0.22960336719702532
2017-11-01,0.03283216937086372
2017-12-01,-0.036098467041319825
2018-01-01,0.1360110617370966
2018-02-01,0.051024464029540174
2018-03-01,0.045417933671351746
2018-04-01,0.10191146257930292
2018-05-01,-0.03005796435345748
2018-06-01,-0.05511836471299949
2018-07-01,0.018304967137908395
2018-08-01,0.01965253179718042
2018-09-01,0.08581742520411721
2018-10-01,0.13578984269194266
2018-11-01,-0.04345815433311688
2018-12-01,0.034228880531269844
2019-01-01,0.13892118388516772
2019-02-01,0.2333356338278459
2019-03-01,0.06872181506768996
2019-04-01,0.008824300660965071
2019-05-01,0.02518869028838956
2019-06-01,-0.036722942867176915
2019-07-01,-0.052302055234691246
2019-08-01,-0.005017785119312165
2019-09-01,-0.041987657814868226
2019-10-01,0.1410506631987221
2019-11-01,-0.041075360770787946
2019-12-01,-0.15146297085046015
2020-01-01,-0.11928977427192408
2020-02-01,-0.31647677307158995
2020-03-01,-0.1287259872340289
2020-04-01,-0.17410590255374633
2020-05-01,-0.003635716986395383
2020-06-01,0.02172029498512445
2020-07-01,0.056909700585980175
2020-08-01,-0.04654545304277724
2020-09-01,-0.0331156657783217
2020-10-01,0.12360011528066202
2020-11-01,0.06767750224370626
2020-12-01,0.08306882905252241
2021-01-01,0.21074402505181547
2021-02-01,0.16294508847141298
2021-03-01,-0.21579960870991127
2021-04-01,0.013801823710137377
2021-05-01,-0.008801009091228421
2021-06-01,0.09744607385147241
2021-07-01,0.2473920591578918
2021-08-01,0.20161619734264438
2021-09-01,-0.11074733186234534
2021-10-01,-0.013125800955260341
2021-11-01,-0.14273868616618926
2021-12-01,-0.09335588209353889
2022-01-01,0.11694673145057105
2022-02-01,-0.0015874070684649428
2022-03-01,0.028185715641810806
2022-04-01,0.010103715822334682
2022-05-01,0.021946683353431678
2022-06-01,-0.021067187955675127
2022-07-01,0.0840480015772597
2022-08-01,0.07293960684967413
2022-09-01,-0.018623093171961702
2022-10-01,0.19196753136022218
2022-11-01,-0.1230370429483312
2022-12-01,-0.17299747094074125
2023-01-01,0.06261792583360125
2023-02-01,0.1448090228154955
2023-03-01,0.02441801653114143
2023-04-01,0.02282757030878191
2023-05-01,0.07044090624810166
2023-06-01,-0.00819460902581567
2023-07-01,-0.008373617450028526
2023-08-01,0.061816979518769084
2023-09-01,-0.02877472470317907
2023-10-01,0.08465042238619479
2023-11-01,-0.11657394800588221
2023-12-01,-0.14458806284596917
2024-01-01,0.017069108796954127
2024-02-01,0.11653474023384854
2024-03-01,0.009565534772333417
2024-04-01,-0.003469291164696305
2024-05-01,0.017795972484458338
2024-06-01,-0.016645816624520825
2024-07-01,0.04043758187761227
2024-08-01,0.05520445950355386
