Month,IC,IC_p,alpha,R2_train,R2_test,MSE_train,MSE_test,N_train,N_test,jb_p,bp_p,dw,normality_ok,homosced_ok,autocorr_ok,post_fails,pre_vif_max,pre_flags,post_flags
2006-01,0.1044642939129909,0.00016689346958704141,244.205309454865,0.026745637494274055,-0.36935783693682267,0.024005536499194124,0.0269716397586662,1294,1294,1.0758946995492415e-152,0.00041637995797273237,2.001111542439412,False,False,True,2,5.8919597251889035,,non-normal|heteroscedastic
2006-02,0.38143749668242055,4.473343178929074e-46,568.9866029018293,0.02924800080404022,-0.11256967585780409,0.0191204756792336,0.032079249857051684,1294,1294,0.0,0.11306181813218873,2.0746986760159256,False,True,True,1,6.431914543542035,,non-normal
2006-03,0.008206426187400263,0.7656246847814804,138.9495494373136,0.1252487178213053,-0.2454809564188205,0.02522211916494221,0.04559715701528749,1294,1322,8.059798451056927e-134,0.013104520352137328,1.9868351718236892,False,False,True,2,6.4672874795395385,,non-normal|heteroscedastic
2006-04,-0.17231285542248478,4.535851632823524e-10,429.1934260128778,0.015600892350572937,-2.361715324991501,0.03603892973704046,0.07373253259827865,1322,1292,1.6034564187021383e-95,0.003740390491274995,1.942254139656177,False,False,True,2,5.829263788360352,,non-normal|heteroscedastic
2006-05,0.02884808353514338,0.2997627587963141,244.205309454865,0.05480742347412981,-0.0883686755221833,0.020730917321359118,0.014292204498310703,1292,1294,0.0,0.009376281297699822,1.8623925435156605,False,False,True,2,6.105092498728449,,non-normal|heteroscedastic
2006-06,0.0592093651798088,0.033196223296773596,244.205309454865,0.05939288741412785,-0.6166401915842494,0.01235183399521575,0.02022784266000296,1294,1294,1.0240809268174012e-60,0.010074164644226299,2.0822452783594505,False,False,True,2,5.879338617824128,,non-normal|heteroscedastic
2006-07,0.031010071553185418,0.2649829131337802,568.9866029018293,0.016729230021897523,-1.5647110905474237,0.012302951844718198,0.04967333125483772,1294,1294,9.204732374770247e-92,0.007299595885004006,2.048769818127363,False,False,True,2,5.2613894240250065,,non-normal|heteroscedastic
2006-08,-0.13986196712569018,4.2158494355925946e-07,184.20699693267164,0.026725516970018015,-0.33307501065179657,0.018850382787992732,0.023184199885475598,1294,1298,7.387176604898635e-71,0.003982613241997209,2.0882718706504058,False,False,True,2,5.063301215177545,,non-normal|heteroscedastic
2006-09,0.0638635230577255,0.010589752761586253,184.20699693267164,0.05013315419757092,-0.005672688540092841,0.016519627659138482,0.020548387015178107,1298,1601,3.556917154285942e-176,0.0025207454541972393,1.9456910833540229,False,False,True,2,5.041897008062436,,non-normal|heteroscedastic
2006-10,0.10930558532229193,1.0770316175294955e-05,1000.0,0.011740030989423333,-0.008124861325369048,0.02019260197303019,0.028310692370949617,1601,1614,7.92387310139197e-285,0.005848917813769324,1.8853077801458673,False,False,True,2,4.8428104083684,,non-normal|heteroscedastic
2006-11,0.05542866461074803,0.025913672118452788,59.636233165946365,0.0280023013479217,-0.03582923433933183,0.027296150395133105,0.02749671772503274,1614,1615,5.130183007143331e-270,4.752185826519067e-05,1.9764056997512693,False,False,True,2,4.403155852195101,,non-normal|heteroscedastic
2006-12,0.26338556100206156,5.6867009593746485e-27,1000.0,0.015418215225619036,-0.06477958432126107,0.02613632297259647,0.03374142930863094,1615,1611,0.0,2.653776216091373e-05,2.028284343882647,False,False,True,2,4.466168412741453,,non-normal|heteroscedastic
2007-01,-0.07889872965080079,0.0017092859147609732,79.06043210907701,0.09374950335662136,-3.0223668910874366,0.028717856276232193,0.0599313779424202,1611,1578,2.5920378435356638e-133,2.0866654161848634e-06,1.925252937808343,False,False,True,2,4.374700425196721,,non-normal|heteroscedastic
