Month,IC,cumulative_IC
2006-05-01,-0.2522667152948039,-0.2522667152948039
2006-06-01,-0.11378458595249519,-0.36605130124729907
2006-07-01,0.1282787962659418,-0.23777250498135727
2006-08-01,-0.07944290111451563,-0.3172154060958729
2006-09-01,0.02664820606751621,-0.2905672000283567
2006-10-01,0.03552255717781244,-0.25504464285054423
2006-11-01,0.06413923401087901,-0.19090540883966522
2006-12-01,-0.03185336013084223,-0.22275876897050745
2007-01-01,-0.20946892241069637,-0.4322276913812038
2007-02-01,-0.16667004741651298,-0.5988977387977168
2007-03-01,0.009599391055421564,-0.5892983477422953
2007-04-01,-0.053855046576457254,-0.6431533943187525
2007-05-01,0.08578345632475286,-0.5573699379939997
2007-06-01,0.11271692042921838,-0.4446530175647813
2007-07-01,0.21015524431733174,-0.23449777324744958
2007-08-01,0.012744190813974756,-0.22175358243347482
2007-09-01,0.19195419641602268,-0.029799386017452134
2007-10-01,-0.12358774970996976,-0.1533871357274219
2007-11-01,0.052123449208171954,-0.10126368651924995
2007-12-01,0.05821294557409055,-0.043050740945159406
2008-01-01,-0.17686049854416558,-0.21991123948932498
2008-02-01,-0.06355481404257919,-0.2834660535319042
2008-03-01,-0.023155586756577837,-0.30662164028848204
2008-04-01,0.07343887319436389,-0.23318276709411817
2008-05-01,0.07079386171064729,-0.1623889053834709
2008-06-01,0.20963415141842504,0.04724524603495414
2008-07-01,-0.11494829978845986,-0.06770305375350572
2008-08-01,0.13080853827673575,0.06310548452323003
2008-09-01,0.10702626618776774,0.1701317507109978
2008-10-01,0.18125152867483235,0.35138327938583014
2008-11-01,-0.2009881864857095,0.15039509290012062
2008-12-01,0.21154310198297496,0.3619381948830956
2009-01-01,0.11535276077233242,0.477290955655428
2009-02-01,-0.20136718220091362,0.27592377345451435
2009-03-01,-0.18687622527531378,0.08904754817920058
2009-04-01,-0.2460541436039154,-0.15700659542471482
2009-05-01,-0.02274144004087828,-0.1797480354655931
2009-06-01,0.045845623515864034,-0.13390241194972907
2009-07-01,-0.0998233487664059,-0.233725760716135
2009-08-01,-0.004205198914475741,-0.23793095963061073
2009-09-01,0.10774486281165024,-0.13018609681896048
2009-10-01,0.09582114436767436,-0.034364952451286124
2009-11-01,0.18798599678722333,0.1536210443359372
2009-12-01,0.07263908642712105,0.22626013076305826
2010-01-01,-0.030774460730558065,0.1954856700325002
2010-02-01,-0.04871026889852878,0.14677540113397142
2010-03-01,0.1660407018349442,0.3128161029689156
2010-04-01,0.13379586785713368,0.4466119708260493
2010-05-01,0.10093236296703116,0.5475443337930804
2010-06-01,0.12527734921433403,0.6728216830074145
2010-07-01,-0.001619561012753409,0.6712021219946611
2010-08-01,0.0016168567958380576,0.6728189787904991
2010-09-01,0.08043013842848622,0.7532491172189854
2010-10-01,-0.008086987406868579,0.7451621298121168
2010-11-01,-0.0220508544842754,0.7231112753278415
2010-12-01,0.09834904677395413,0.8214603221017956
2011-01-01,0.026503825855919542,0.8479641479577152
2011-02-01,-0.05749182715311045,0.7904723208046048
2011-03-01,0.1338820213471213,0.9243543421517262
2011-04-01,0.043228990297058616,0.9675833324487848
2011-05-01,-0.06977332051285674,0.897810011935928
2011-06-01,-0.006860860047168709,0.8909491518887593
2011-07-01,0.05111444014557743,0.9420635920343368
2011-08-01,0.06854948683271342,1.0106130788670502
2011-09-01,0.01236100948309858,1.0229740883501488
2011-10-01,0.0730912459120268,1.0960653342621756
2011-11-01,0.00867628990174093,1.1047416241639165
2011-12-01,-0.07975308741405175,1.0249885367498648
2012-01-01,0.0014867306450812789,1.026475267394946
2012-02-01,0.061756585831862644,1.0882318532268087
2012-03-01,0.030102161547134642,1.1183340147739433
2012-04-01,0.07938105614076026,1.1977150709147035
2012-05-01,-0.03455968667206921,1.1631553842426343
2012-06-01,0.07586426859168371,1.239019652834318
2012-07-01,0.15683474859823002,1.395854401432548
2012-08-01,-0.041558476098748465,1.3542959253337996
2012-09-01,0.1486730688068745,1.502968994140674
2012-10-01,0.07251042661987168,1.5754794207605458
2012-11-01,-0.028892265478609923,1.546587155281936
2012-12-01,0.07084262070598568,1.6174297759879215
2013-01-01,0.1080084072459857,1.7254381832339072
2013-02-01,0.27621900431019236,2.0016571875440996
2013-03-01,0.017994900062783085,2.019652087606883
2013-04-01,0.2892966809050145,2.3089487685118972
2013-05-01,0.284225494923692,2.593174263435589
2013-06-01,0.21255713822189737,2.8057314016574866
2013-07-01,0.028254092642501207,2.833985494299988
2013-08-01,-0.043023261062294704,2.790962233237693
2013-09-01,0.006849361142285192,2.7978115943799784
2013-10-01,0.0944311977208027,2.892242792100781
2013-11-01,-0.02166201996862593,2.870580772132155
2013-12-01,0.15308573696431865,3.023666509096474
2014-01-01,0.27150976252277653,3.2951762716192503
2014-02-01,0.03441872624311533,3.329594997862366
2014-03-01,-0.11515704384273744,3.2144379540196284
2014-04-01,-0.21409540295340868,3.0003425510662196
2014-05-01,0.0754862189903096,3.075828770056529
2014-06-01,0.3124033204530176,3.388232090509547
2014-07-01,0.29436673792630547,3.6825988284358524
2014-08-01,0.20046715046923888,3.8830659789050914
2014-09-01,0.07932262755767885,3.9623886064627705
2014-10-01,0.1519912296484029,4.114379836111174
2014-11-01,0.2321156006663309,4.346495436777505
2014-12-01,0.06740156618430714,4.413897002961812
2015-01-01,-0.05791564349785357,4.355981359463958
2015-02-01,0.2832375994429145,4.639218958906873
2015-03-01,-0.1187171184458985,4.520501840460974
2015-04-01,0.19746768740688347,4.717969527867858
2015-05-01,0.16672137216592722,4.884690900033785
2015-06-01,0.16132804236087997,5.0460189423946655
2015-07-01,0.10338041933084177,5.149399361725507
2015-08-01,0.031025387851977115,5.180424749577484
2015-09-01,-0.06101092247691882,5.119413827100566
2015-10-01,0.0821034294057364,5.201517256506302
2015-11-01,0.0740106796535855,5.275527936159888
2015-12-01,-0.05526805854604612,5.220259877613842
2016-01-01,-0.18589778598189027,5.034362091631952
2016-02-01,0.09286915858435547,5.127231250216307
2016-03-01,0.1344389368073751,5.261670187023682
2016-04-01,0.12487817158512328,5.386548358608806
2016-05-01,0.0906648570903808,5.477213215699187
2016-06-01,0.02083830711384118,5.498051522813029
2016-07-01,0.02612623106163701,5.524177753874666
2016-08-01,0.17267900976088607,5.696856763635552
2016-09-01,0.2751753152065773,5.972032078842129
2016-10-01,-0.08514926218209762,5.886882816660031
2016-11-01,-0.042408130341439726,5.844474686318591
2016-12-01,-0.02321826312026473,5.821256423198326
2017-01-01,-0.07653115028294748,5.744725272915379
2017-02-01,0.1050617420539161,5.849787014969295
2017-03-01,0.08389194637222622,5.9336789613415215
2017-04-01,0.043233625494325786,5.976912586835847
2017-05-01,0.07207095152075112,6.048983538356598
2017-06-01,-0.03825637633808492,6.010727162018513
2017-07-01,0.029721952851556245,6.04044911487007
2017-08-01,0.01771449273441564,6.058163607604485
2017-09-01,0.11772559743190074,6.175889205036386
2017-10-01,0.04293338707003472,6.21882259210642
2017-11-01,0.04020181808985269,6.259024410196273
2017-12-01,-0.00036187899626659683,6.258662531200006
2018-01-01,-0.024078769404675793,6.23458376179533
2018-02-01,-0.028150028142904234,6.206433733652426
2018-03-01,0.14505587887013907,6.351489612522565
2018-04-01,0.005392151112790113,6.356881763635355
2018-05-01,-0.0685031187976537,6.288378644837701
