co_code,status,reason,N,features_used,R²,Adj R²,F-stat,F p-value,AIC,BIC,pre_fails,pre_warns,post_fails,post_warns,coef_const,pval_const,coef_lag_ret,pval_lag_ret,coef_Momentum,pval_Momentum,coef_BM_sep,pval_BM_sep,coef_OpProf,pval_OpProf,coef_Inv,pval_Inv,coef_mktcap,pval_mktcap
2107,OK,,48.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.646198,0.594423,8.4559,5e-06,-73.1729,-60.0745,1.0,0.0,1.0,2.0,-1.356179,0.033097,-0.310098,0.001123,-0.302892,1.9e-05,0.262497,0.034445,-2.947602,0.0,0.344539,2e-05,0.619019,1.1e-05
2108,SKIPPED,Insufficient obs (0) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
2110,OK,,220.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.115987,0.091086,4.207,0.000506,-97.0898,-73.3344,1.0,0.0,2.0,2.0,0.48401,0.005771,-0.128564,0.06042,-0.031165,0.075771,0.408668,4.5e-05,-0.003909,0.0043,-0.006732,0.941895,0.082162,2.7e-05
2111,SKIPPED,Insufficient obs (0) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
2113,SKIPPED,Insufficient obs (8) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
2114,OK,,190.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.113187,0.084111,3.3324,0.003869,-80.2203,-57.4912,1.0,0.0,1.0,2.0,0.265038,0.254561,-0.094871,0.208146,-0.050982,0.00806,0.315503,8.8e-05,0.239836,0.000322,-0.086233,0.263963,0.099724,0.000176
2115,SKIPPED,Insufficient obs (0) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
2116,OK,,88.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.096809,0.029906,1.976,0.078623,-21.0033,-3.6619,1.0,0.0,1.0,2.0,0.776362,0.126066,0.001003,0.992871,-0.027975,0.118201,0.039183,0.736496,-0.089112,0.591883,-0.271348,0.030213,0.060042,0.341666
2117,OK,,232.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.109748,0.086008,4.3181,0.000382,-107.2691,-83.1419,1.0,0.0,1.0,2.0,-0.104064,0.697705,-0.074938,0.337918,-0.054075,0.014277,0.049896,0.000359,-0.030062,0.509249,-0.183479,0.008504,0.17647,3e-06
2118,OK,,244.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.21846,0.198675,9.7212,0.0,-152.2202,-127.74,1.0,0.0,2.0,2.0,-0.520405,0.067202,-0.200022,0.006545,-0.086565,0.002876,0.130179,1e-06,0.444773,0.000699,0.368954,0.002443,0.229643,0.0
2119,SKIPPED,Insufficient obs (27) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
2120,OK,,256.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.081928,0.059806,1.7935,0.100879,-247.3975,-222.5812,1.0,0.0,2.0,2.0,0.505959,0.042344,-0.06564,0.464771,-0.030279,0.040715,0.03751,0.06409,0.271572,0.004491,-0.05361,0.642242,0.061493,0.019791
2121,SKIPPED,Insufficient obs (0) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
2122,SKIPPED,Insufficient obs (34) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
2123,OK,,88.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.341754,0.292995,3.4505,0.004373,-52.1366,-34.7952,1.0,0.0,1.0,2.0,-0.329809,0.411833,-0.189817,0.208353,-0.091705,0.07435,0.053275,0.000608,0.16588,0.925023,-0.046572,0.690422,0.298414,5.5e-05
2124,SKIPPED,Insufficient obs (0) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
2125,OK,,244.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.176123,0.155265,6.9711,1e-06,-379.3334,-354.8532,1.0,0.0,2.0,2.0,0.17636,0.440096,-0.119195,0.037499,-0.014831,0.238759,0.412621,0.0,0.221182,0.000466,0.063366,0.321802,0.073486,1.8e-05
2126,SKIPPED,Insufficient obs (7) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
2127,OK,,81.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.358665,0.306665,5.0011,0.000238,-73.4631,-56.702,1.0,0.0,0.0,2.0,-1.402633,0.00497,-0.199233,0.093151,-0.183287,3.6e-05,0.117769,0.002504,0.12391,0.225274,0.149883,0.182889,0.280943,5e-06
2128,SKIPPED,Insufficient obs (25) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
2129,OK,,63.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.195361,0.10915,2.0728,0.070975,10.3643,25.3662,1.0,0.0,1.0,2.0,-0.521211,0.412223,-0.099022,0.514965,-0.033723,0.063269,0.16523,0.001977,0.018934,0.989172,-0.026541,0.441532,0.215243,0.02195
2130,OK,,280.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.036577,0.015403,1.2058,0.303402,-394.6349,-369.1914,1.0,0.0,2.0,2.0,0.817112,0.0,0.010814,0.894006,-0.018716,0.201768,0.04516,0.06949,0.058664,0.012221,0.006488,0.938393,0.013101,0.115324
2131,OK,,262.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.103394,0.082297,4.5523,0.000209,-256.5323,-231.5539,1.0,0.0,1.0,2.0,0.293382,0.071213,-0.045001,0.558711,-0.040186,0.009718,0.209483,0.000108,0.073433,0.002388,-0.161295,0.030556,0.069827,3e-06
2132,OK,,61.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.354796,0.283106,3.9775,0.002288,7.4534,22.2295,1.0,0.0,1.0,2.0,-1.901026,0.041822,0.106029,0.455047,-0.246979,0.003165,0.089296,0.000211,-0.287083,0.089102,0.184455,0.061079,0.423361,0.0042
2133,SKIPPED,Insufficient obs (0) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
2134,SKIPPED,Insufficient obs (0) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
2135,SKIPPED,Insufficient obs (16) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
2137,SKIPPED,Insufficient obs (28) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
2138,OK,,190.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.175042,0.147994,3.9388,0.000997,-47.4277,-24.6986,1.0,0.0,2.0,2.0,0.040078,0.885086,-0.195794,0.009465,-0.044528,0.103845,0.178328,0.008679,0.22105,0.008105,-0.082644,0.505748,0.137272,6.4e-05
2139,OK,,97.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.077203,0.015683,1.6769,0.135744,-9.7945,8.2284,1.0,0.0,1.0,1.0,0.560342,0.125664,0.171367,0.152253,-0.031902,0.489197,-0.021546,0.201315,-0.057014,0.427552,-0.014507,0.513454,0.051209,0.206137
2140,OK,,115.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.048981,-0.003853,0.9119,0.489345,-14.9567,4.2579,1.0,0.0,1.0,2.0,0.751313,0.001317,0.003698,0.975449,-0.000154,0.997078,0.003464,0.711846,-0.05857,0.415026,0.261011,0.300985,0.02219,0.313292
2141,SKIPPED,Insufficient obs (0) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
2142,OK,,268.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.173411,0.154409,5.6058,1.7e-05,-213.1503,-188.0134,1.0,0.0,2.0,2.0,-0.279951,0.273826,-0.119301,0.186555,-0.02817,0.071932,0.174795,5e-06,0.150649,6.9e-05,-0.072106,0.17286,0.185795,0.0
2143,SKIPPED,Insufficient obs (0) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
2144,OK,,196.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.160243,0.133585,5.3799,3.7e-05,-23.0233,-0.0765,1.0,0.0,1.0,2.0,-0.056164,0.859959,-0.184389,0.017194,-0.068011,0.007141,0.0959,0.002453,0.133211,0.004461,-0.34209,0.000158,0.169099,2.2e-05
2146,SKIPPED,Insufficient obs (17) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
2147,OK,,220.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.174163,0.1509,7.3765,0.0,-189.7506,-165.9952,1.0,0.0,1.0,1.0,-1.169907,0.002122,-0.117806,0.11528,-0.108892,1e-06,0.089466,7.9e-05,0.117638,0.301931,0.304055,0.000966,0.244314,0.0
2148,OK,,97.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.079084,0.017689,1.634,0.14688,-19.3918,-1.3688,1.0,0.0,1.0,2.0,0.301665,0.325915,-0.063401,0.581835,-0.002109,0.946261,0.093462,0.031194,0.081008,0.289984,0.006493,0.966927,0.079458,0.048168
2149,OK,,280.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.055363,0.034602,2.1216,0.051097,-252.8254,-227.3818,1.0,0.0,1.0,2.0,0.515937,0.06573,-0.091865,0.232364,-0.024178,0.067485,0.039637,0.03265,0.11904,0.061273,-0.093013,0.177858,0.055583,0.01372
2150,OK,,88.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.076679,0.008284,0.9862,0.440219,-28.6428,-11.3014,1.0,0.0,1.0,2.0,0.454212,0.290611,-0.093437,0.370957,-0.019977,0.666523,0.027525,0.049869,1.346481,0.327902,0.042573,0.760219,0.082375,0.160727
2151,SKIPPED,Insufficient obs (0) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
2152,OK,,151.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.119987,0.083319,3.628,0.00221,-40.1621,-19.0411,1.0,0.0,1.0,2.0,-0.127981,0.664607,-0.020095,0.799043,-0.041702,0.045459,0.072812,0.005699,0.180094,0.030298,-0.093033,0.266414,0.163105,2e-05
2153,OK,,226.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.088741,0.063775,2.0169,0.064569,-180.8778,-156.9341,1.0,0.0,2.0,2.0,0.394075,0.08663,-0.069065,0.425343,0.000633,0.962788,0.031995,0.005937,0.035734,0.451794,0.044716,0.505132,0.086978,0.002587
2154,OK,,208.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.08058,0.053135,1.999,0.067431,-118.4193,-95.0565,1.0,0.0,2.0,2.0,0.611289,0.022401,0.103478,0.272251,-0.019568,0.44989,0.050182,0.050825,0.045878,0.149293,-0.234158,0.0415,0.033353,0.264195
2155,SKIPPED,Insufficient obs (0) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
2156,SKIPPED,Insufficient obs (0) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
2157,OK,,127.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.041187,-0.006753,1.0984,0.367368,-87.1161,-67.2068,1.0,0.0,1.0,2.0,0.765806,0.000166,-0.063394,0.548383,0.013575,0.657688,0.032561,0.156163,-0.009319,0.801368,-0.067753,0.564603,0.04899,0.116101
2158,OK,,163.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.076627,0.041113,2.8005,0.01292,-123.6274,-101.9711,1.0,0.0,1.0,1.0,0.312825,0.250653,0.022214,0.851063,-0.063386,0.011178,-0.002101,0.827707,0.237558,0.008992,-0.048321,0.246675,0.098257,0.001844
2160,OK,,82.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.200167,0.13618,2.7323,0.018669,-100.3911,-83.5441,1.0,0.0,1.0,2.0,-0.300419,0.426915,-0.092352,0.544506,-0.150025,0.006758,0.212548,0.020619,0.023574,0.369013,0.142907,0.618428,0.173155,0.002929
2161,OK,,220.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.070525,0.044343,2.5992,0.018826,-162.6737,-138.9183,1.0,0.0,1.0,2.0,0.683427,0.0,-0.04599,0.581553,0.006945,0.656081,0.197575,0.002159,0.010602,0.755322,-0.086827,0.141158,0.037443,0.001037
2162,OK,,76.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.3064,0.246086,3.36,0.005789,-125.5995,-109.2844,1.0,0.0,1.0,2.0,-0.657826,0.178617,0.083588,0.378598,-0.108856,0.003366,0.048015,0.748621,0.213963,0.044372,-0.234187,0.031991,0.187683,0.001945
2163,OK,,160.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.102038,0.066823,2.9864,0.008702,-67.4157,-45.8894,1.0,0.0,1.0,2.0,-0.296055,0.386496,0.147567,0.089582,-0.05327,0.004865,0.093382,0.096095,-0.003356,0.691033,-0.074084,0.184931,0.098561,0.000542
2164,SKIPPED,Insufficient obs (0) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
2165,SKIPPED,Insufficient obs (28) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
2166,SKIPPED,Insufficient obs (0) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
2167,SKIPPED,Insufficient obs (7) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
2168,SKIPPED,Insufficient obs (0) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
2169,SKIPPED,Insufficient obs (0) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
2170,OK,,168.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.176503,0.145814,4.7925,0.000159,-197.2803,-175.4126,1.0,0.0,1.0,2.0,0.141331,0.555504,0.158563,0.152258,-0.104729,1e-05,0.079178,0.629823,0.138033,0.084904,-0.150293,0.007593,0.071509,0.000179
2171,OK,,52.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.398731,0.318562,5.4739,0.000254,-95.3153,-81.6566,1.0,0.0,1.0,1.0,-2.006658,0.00076,-0.170174,0.2005,-0.13524,0.00048,0.68191,2.9e-05,-0.399754,0.003266,0.408744,0.011983,0.450394,0.0
2172,OK,,232.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.088626,0.064323,5.8169,1.2e-05,-365.7621,-341.635,1.0,0.0,1.0,1.0,0.250558,0.148132,-0.048654,0.475649,-0.062879,0.001621,0.598059,0.0,0.00944,0.853887,0.030157,0.636811,0.074061,0.0
2173,OK,,280.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.075467,0.055148,2.5995,0.018202,-298.6059,-273.1624,1.0,0.0,1.0,2.0,0.354149,0.092418,-0.050932,0.473256,-0.014987,0.381026,0.286126,0.000669,0.049891,0.000196,-0.018177,0.774925,0.064799,0.001354
2174,SKIPPED,Insufficient obs (28) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
2175,OK,,208.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.239279,0.216571,3.3667,0.003485,120.4483,143.8111,1.0,0.0,2.0,1.0,-1.11749,0.054542,-0.149375,0.013357,-0.123761,0.012552,0.726673,2.7e-05,-0.523515,0.05549,-0.104376,0.472662,0.391476,0.000774
2176,SKIPPED,Insufficient obs (4) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
2178,OK,,96.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.240333,0.18912,4.5212,0.000481,-86.2683,-68.3178,1.0,0.0,0.0,2.0,-0.38658,0.224356,-0.092421,0.404289,-0.112986,0.002982,0.335001,0.000243,0.635841,0.000306,0.140709,0.003287,0.308933,1e-06
2180,SKIPPED,Insufficient obs (12) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
2181,OK,,208.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.112886,0.086405,3.8278,0.001231,-198.8428,-175.4801,1.0,0.0,1.0,2.0,0.627892,1e-05,-0.045739,0.613184,-0.035379,0.049536,0.09015,0.03279,0.220616,0.000255,-0.026685,0.544532,0.032485,0.001729
2182,SKIPPED,Insufficient obs (1) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
2183,OK,,55.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.325005,0.24063,2.5794,0.030169,-31.8099,-17.7586,1.0,0.0,1.0,2.0,0.548104,0.028825,-0.195824,0.112037,-0.103683,0.006003,0.086214,0.057085,-0.273361,0.197674,-0.002659,0.045603,0.15305,0.011613
2184,OK,,160.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.097708,0.062324,2.9671,0.009072,0.2563,21.7825,1.0,0.0,1.0,2.0,0.665209,0.001771,-0.071158,0.44746,-0.04862,0.079951,0.040112,0.026023,-0.062937,0.59862,-0.088494,0.295081,0.072846,0.05025
2185,SKIPPED,Insufficient obs (0) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
2186,OK,,190.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.147526,0.119576,2.5791,0.020134,-233.6468,-210.9177,1.0,0.0,2.0,2.0,0.894728,3e-06,-0.044265,0.610815,0.001083,0.929701,0.288341,0.063777,0.032123,0.081269,-0.030216,0.720834,0.01229,0.439019
2187,OK,,238.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.129996,0.107399,3.0877,0.006299,-52.2932,-27.9873,1.0,0.0,1.0,2.0,0.043454,0.867871,-0.115784,0.170329,-0.031791,0.122604,0.135507,0.001584,0.391961,0.000939,-0.070905,0.354963,0.122135,5.4e-05
2188,SKIPPED,Insufficient obs (0) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
2189,OK,,100.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.396452,0.357514,5.4973,6.6e-05,21.1545,39.3907,1.0,0.0,3.0,2.0,-1.330448,0.001275,-0.047947,0.65876,-0.200777,1.4e-05,0.090643,0.018635,-2.732286,0.00049,0.080385,0.588136,0.531399,0.0
2190,OK,,108.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.088218,0.034053,1.6224,0.148578,-50.8138,-32.0388,1.0,0.0,1.0,2.0,0.392499,0.370229,-0.010574,0.942858,-0.125646,0.035072,0.325613,0.09433,0.130347,0.508598,0.18829,0.20519,0.065804,0.204728
2191,OK,,100.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.162803,0.10879,2.5204,0.026388,-226.217,-207.9808,1.0,0.0,0.0,2.0,-0.092703,0.836622,-0.198216,0.234723,-0.057734,0.082434,0.970722,0.101208,0.374011,0.179641,0.024902,0.653463,0.086175,0.004311
2192,OK,,52.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.461522,0.389724,3.1789,0.010969,-69.9296,-56.2709,1.0,1.0,2.0,2.0,-5.974469,0.000526,-0.06602,0.546393,-0.213165,0.000691,0.507892,0.017856,7.584833,0.002594,-3.88734,0.009394,0.408113,0.000908
2193,SKIPPED,Insufficient obs (28) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
2195,OK,,39.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.756786,0.711184,24.524,0.0,-44.1843,-32.5393,1.0,0.0,1.0,2.0,-5.333059,0.0,-0.449895,3.8e-05,-0.171512,0.0,3.249654,0.001079,-0.279736,0.210799,0.785606,0.027299,0.747094,0.0
2196,SKIPPED,Insufficient obs (0) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
2197,OK,,190.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.10716,0.077887,3.4766,0.002807,-157.6547,-134.9255,1.0,0.0,1.0,2.0,0.366371,0.077448,-0.105541,0.159156,-0.061262,0.024332,0.09892,0.000268,0.15542,0.105436,0.094414,0.203921,0.099432,6.5e-05
2198,OK,,226.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.053321,0.027384,2.5969,0.018843,-60.8303,-36.8865,1.0,0.0,1.0,2.0,0.529715,0.000694,-0.021995,0.773829,-0.011867,0.379889,0.226234,0.007308,0.042519,0.064091,0.013843,0.711243,0.047401,0.000102
2199,SKIPPED,Insufficient obs (12) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
2200,SKIPPED,Insufficient obs (12) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
2201,SKIPPED,Insufficient obs (16) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
2202,OK,,52.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.442679,0.36837,3.931,0.003048,-82.8367,-69.178,1.0,0.0,0.0,2.0,-3.955244,0.006208,-0.185003,0.191792,-0.279908,0.001132,0.384385,0.278012,-0.345487,0.000827,0.212889,0.01161,0.489224,0.000271
2203,OK,,148.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.242244,0.209999,5.0428,0.000103,-219.4906,-198.5101,1.0,0.0,1.0,2.0,-0.384864,0.227441,-0.281273,0.000756,-0.007016,0.761334,0.342414,3e-06,-0.119049,0.067942,0.143572,0.053813,0.162175,2e-06
2204,SKIPPED,Insufficient obs (0) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
2205,OK,,226.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.098175,0.073467,3.3112,0.003856,-131.202,-107.2582,1.0,0.0,1.0,2.0,0.350547,0.099777,0.06825,0.461204,-0.010873,0.454721,0.112757,0.000143,0.102052,0.003826,0.020197,0.779832,0.057348,0.00966
2207,OK,,157.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.080663,0.043889,0.9821,0.439448,-27.4778,-6.0841,1.0,0.0,1.0,2.0,0.036252,0.942259,0.075726,0.447015,-0.023847,0.221484,0.257754,0.09282,0.071048,0.102315,-0.212776,0.087453,0.103015,0.076707
2208,OK,,278.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.025377,0.003799,1.114,0.354266,-308.8023,-283.4089,1.0,0.0,2.0,2.0,0.990963,0.0,-0.094897,0.217128,-0.003831,0.824305,0.029405,0.270005,0.032784,0.508058,-0.049615,0.125795,0.012345,0.351963
2209,OK,,280.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.051772,0.030932,1.7166,0.117136,-331.3328,-305.8892,1.0,0.0,2.0,2.0,0.954652,0.0,-0.030972,0.689847,0.010158,0.517933,0.016191,0.264226,0.067736,0.185712,-0.146689,0.106963,0.007548,0.469809
2210,OK,,256.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.079278,0.057092,3.0412,0.006889,-273.14,-248.3238,1.0,0.0,2.0,2.0,0.235848,0.279681,-0.068488,0.3766,0.005873,0.709334,0.133957,4.1e-05,-0.00413,0.907032,0.074479,0.365337,0.111248,8e-05
2211,SKIPPED,Insufficient obs (4) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
2212,OK,,208.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.148843,0.123435,5.4356,3.1e-05,-170.9974,-147.6346,1.0,0.0,1.0,2.0,0.12992,0.580459,-0.134231,0.120171,-0.037378,0.096759,0.27092,4.2e-05,0.06563,0.078423,-0.071668,0.000942,0.115071,1e-06
2213,OK,,276.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.130071,0.110667,3.8225,0.001127,-346.5002,-321.1574,1.0,0.0,1.0,2.0,0.605755,2.6e-05,0.001649,0.980327,-0.024113,0.057119,0.161125,0.003184,0.04931,0.056396,-0.329214,0.008185,0.033884,0.000739
2214,OK,,280.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.080101,0.059884,2.6972,0.014662,-319.1849,-293.7413,1.0,0.0,1.0,2.0,0.523567,0.000935,0.04397,0.475453,-0.001663,0.872195,0.15212,0.000726,0.047455,0.013787,-0.003155,0.947401,0.036016,0.003353
2216,OK,,208.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.037744,0.00902,1.364,0.230803,-251.2035,-227.8407,1.0,0.0,1.0,2.0,0.811534,1.8e-05,-0.114421,0.137145,0.00018,0.99341,0.110605,0.185084,0.042167,0.8204,-0.042469,0.519148,0.027092,0.125472
2217,SKIPPED,Insufficient obs (0) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
2218,OK,,118.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.200035,0.156794,1.7731,0.111045,-62.5867,-43.1919,1.0,1.0,1.0,2.0,-0.17039,0.725712,-0.115399,0.287763,-0.069009,0.031709,0.198942,0.023177,0.55158,0.064896,-0.110606,0.439089,0.196171,0.007926
2219,OK,,214.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.106833,0.080944,4.6399,0.00019,-137.4832,-113.9214,1.0,0.0,2.0,2.0,0.371078,0.140066,-0.096112,0.188881,-0.070667,0.022829,0.076786,0.097816,0.317192,0.178023,-0.022167,0.826424,0.108012,0.000295
2220,OK,,112.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.163615,0.115822,4.0882,0.001001,-2.8248,16.2047,1.0,0.0,2.0,2.0,0.08783,0.885743,-0.162517,0.132699,-0.068916,0.005331,0.277962,0.064093,0.191847,0.359698,0.247808,0.12637,0.120169,0.036645
2221,OK,,268.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.066445,0.044984,3.1871,0.004906,-285.6996,-260.5627,1.0,0.0,1.0,2.0,0.11699,0.641891,-0.016679,0.834189,0.000128,0.991998,0.23355,0.000101,0.046512,0.389888,0.053161,0.586191,0.088631,0.000978
2223,OK,,67.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.406356,0.346991,2.5827,0.027171,-82.0629,-66.6301,1.0,0.0,1.0,2.0,-0.376216,0.634109,-0.097741,0.475823,-0.069597,0.246091,0.303448,0.000962,-0.608379,0.74434,-0.013215,0.971672,0.173532,0.159496
2224,OK,,244.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.07527,0.051859,3.458,0.002707,-145.1206,-120.6404,1.0,0.0,2.0,2.0,0.404577,0.029915,0.117359,0.27234,-0.015151,0.182368,0.096362,0.007602,0.073414,0.051893,-0.077426,0.444517,0.050908,0.006215
2225,OK,,100.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.307649,0.262981,4.5656,0.00042,-111.3126,-93.0764,1.0,0.0,2.0,2.0,-0.416107,0.27597,-0.180723,0.07389,-0.083854,0.000496,0.353311,5.3e-05,0.4285,6e-06,-0.143638,0.207736,0.164021,8.4e-05
2226,OK,,280.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.045127,0.024141,2.3524,0.031221,-426.2584,-400.8149,1.0,0.0,1.0,2.0,0.667556,7e-06,0.015932,0.80207,-0.027231,0.120009,0.045646,0.008149,0.092174,0.043526,-0.018256,0.753312,0.027043,0.03559
2227,SKIPPED,Insufficient obs (0) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
2228,SKIPPED,Insufficient obs (13) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
2229,OK,,280.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.210381,0.193026,9.3202,0.0,-387.0699,-361.6264,1.0,0.0,1.0,2.0,-0.370714,0.121796,-0.142052,0.06388,-0.074305,0.000138,0.092865,0.0,0.061248,0.272019,-0.514831,0.0,0.172264,0.0
2230,SKIPPED,Insufficient obs (7) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
2231,OK,,256.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.057101,0.03438,1.8153,0.096578,-76.1828,-51.3666,1.0,0.0,1.0,2.0,0.803188,0.0,-0.04438,0.542892,0.004422,0.536966,0.061275,0.050052,0.184552,0.037695,-0.038879,0.493659,0.02711,0.145514
