co_code,status,reason,N,features_used,R²,Adj R²,F-stat,F p-value,AIC,BIC,pre_fails,pre_warns,post_fails,post_warns,coef_const,pval_const,coef_lag_ret,pval_lag_ret,coef_Momentum,pval_Momentum,coef_BM_sep,pval_BM_sep,coef_OpProf,pval_OpProf,coef_Inv,pval_Inv,coef_mktcap,pval_mktcap
4859,SKIPPED,Insufficient obs (0) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
4860,SKIPPED,Insufficient obs (0) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
4861,OK,,229.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.073924,0.048895,3.6401,0.001821,-135.3766,-111.3406,1.0,0.0,1.0,2.0,0.771017,0.001297,-0.079302,0.237768,-0.006212,0.597499,0.054732,0.007966,0.077908,0.000348,-0.10634,0.010356,0.027624,0.16567
4862,SKIPPED,Insufficient obs (0) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
4863,OK,,180.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.055453,0.022695,1.6132,0.146072,-298.7615,-276.4108,1.0,0.0,1.0,2.0,0.570823,0.004905,0.040428,0.671851,-0.006267,0.682897,0.325641,0.01999,0.057378,0.124373,-0.161492,0.009743,0.026977,0.031346
4864,SKIPPED,Insufficient obs (0) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
4865,SKIPPED,Insufficient obs (0) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
4866,OK,,280.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.064132,0.043563,2.4318,0.026284,-203.9895,-178.546,1.0,0.0,1.0,2.0,0.752444,0.0,0.027839,0.745212,0.011186,0.103159,0.053963,0.045319,-0.037017,0.081172,-0.010176,0.876959,0.022461,0.057857
4867,OK,,226.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.148366,0.125034,5.2007,5e-05,-228.9924,-205.0486,1.0,0.0,1.0,2.0,0.764401,0.0,-0.112106,0.098353,-0.007576,0.416599,0.27644,0.0,0.067713,0.00448,0.013374,0.097659,0.0291,0.000165
4868,OK,,208.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.087507,0.060268,2.4576,0.025765,-169.6984,-146.3356,1.0,0.0,1.0,2.0,0.515572,0.088553,-0.100206,0.181256,-0.026479,0.192806,0.152442,0.016435,-0.015479,0.18319,-0.156619,0.062547,0.054954,0.050916
4869,OK,,148.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.2292,0.1964,5.6889,2.5e-05,-125.4061,-104.4256,1.0,0.0,1.0,2.0,0.020221,0.928187,-0.183542,0.051641,-0.056908,0.025041,0.181526,1e-06,-0.025889,0.531824,-0.071216,0.424876,0.193669,0.0
4872,OK,,130.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.324833,0.291898,5.9129,1.9e-05,-88.0662,-67.9934,1.0,0.0,2.0,1.0,-0.695077,0.086896,0.213084,0.154623,-0.136676,1.4e-05,0.072505,0.135369,0.224307,0.012061,0.016625,0.895088,0.260921,0.0
4873,OK,,232.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.148978,0.126284,6.1384,6e-06,-293.1594,-269.0322,1.0,0.0,1.0,2.0,-0.189557,0.400688,-0.046458,0.444577,-0.064829,0.00416,0.162003,1e-06,0.201323,1e-06,0.017549,0.842945,0.140349,0.0
4874,OK,,109.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.223723,0.17806,3.9249,0.001434,-32.8648,-14.0254,1.0,0.0,2.0,2.0,-0.919651,0.136999,-0.125021,0.304772,-0.102862,0.002278,0.093001,0.003078,-0.220869,0.39915,-0.316751,0.012118,0.29867,0.00078
4875,SKIPPED,Insufficient obs (7) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
4876,OK,,40.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.521694,0.434729,2.3608,0.052364,-7.7789,4.0433,1.0,0.0,1.0,2.0,-2.979962,0.039278,-0.321953,0.088301,-0.185364,0.029947,0.247289,0.195858,1.229411,0.144407,0.824855,0.025838,0.692193,0.001842
4877,OK,,67.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.36167,0.297837,8.6381,1e-06,-54.5246,-39.0918,1.0,0.0,0.0,2.0,0.047129,0.853549,-0.303992,0.000597,-0.101078,0.021295,0.049004,0.000727,0.315169,0.373678,-0.156823,0.001377,0.283771,0.0
4878,OK,,52.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.573804,0.516978,3.4511,0.006869,8.1241,21.7828,1.0,1.0,2.0,2.0,-5.212276,0.001268,-0.27237,0.044404,-0.40172,0.004608,1.099842,0.000286,-0.290117,0.309453,-0.194002,0.5911,0.900864,9.5e-05
4879,OK,,36.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.307519,0.164247,1.2622,0.305097,45.371,56.4557,1.0,0.0,1.0,2.0,-0.596841,0.504545,-0.211771,0.655293,-0.063594,0.234538,0.01426,0.039699,-71.819659,0.237492,-0.552809,0.303553,0.241187,0.149312
4880,SKIPPED,Insufficient obs (0) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
4881,OK,,154.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.069098,0.031102,2.3188,0.036124,-186.626,-165.3673,1.0,0.0,1.0,2.0,0.46453,0.027159,-0.01818,0.83535,-0.025711,0.212479,0.289349,0.007051,0.029761,0.203195,-0.094261,0.111838,0.059243,0.003181
4882,OK,,208.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.148849,0.123441,5.0517,7.5e-05,-240.025,-216.6623,1.0,0.0,0.0,2.0,0.020846,0.937485,-0.06334,0.479989,-0.088079,1.1e-05,0.029985,0.00028,0.121917,0.00263,-0.020357,0.327239,0.16576,7e-05
4883,SKIPPED,Insufficient obs (31) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
4884,OK,,232.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.119959,0.096491,3.0003,0.007701,-59.453,-35.3259,1.0,0.0,2.0,1.0,0.117957,0.757719,-0.116571,0.227058,-0.055259,0.005719,0.093764,0.035923,0.052383,0.343112,-0.277186,0.082837,0.128283,0.006302
4885,SKIPPED,Insufficient obs (0) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
4887,OK,,130.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.22791,0.190247,7.7702,0.0,-133.0869,-113.0141,1.0,0.0,1.0,1.0,-0.34587,0.115388,-0.083571,0.074715,-0.077961,0.00749,0.16165,2.5e-05,0.409014,0.0001,0.031516,0.810085,0.203384,0.0
4888,SKIPPED,Insufficient obs (4) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
4889,SKIPPED,Insufficient obs (0) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
4890,OK,,96.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.475542,0.440185,6.3505,1.4e-05,-55.5595,-37.609,1.0,0.0,3.0,2.0,-2.190299,0.005595,-0.225604,0.05571,-0.205589,1e-05,0.618285,4e-06,0.002399,0.728049,0.733186,0.067335,0.695924,2.9e-05
4891,OK,,160.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.054036,0.016939,0.738,0.619797,-166.6472,-145.121,1.0,0.0,1.0,2.0,0.120238,0.860117,-0.090325,0.462782,-0.039484,0.228047,0.042509,0.212031,0.326978,0.156907,0.03109,0.449058,0.086692,0.174417
4892,OK,,238.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.063814,0.039498,3.5339,0.002293,-383.1834,-358.8775,1.0,0.0,1.0,2.0,0.536147,0.0001,0.089875,0.168702,-0.028456,0.038885,0.50728,0.00164,0.04839,0.027421,0.011507,0.835173,0.027364,0.004626
4893,OK,,280.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.112312,0.092802,3.6222,0.001787,-384.8594,-359.4158,1.0,0.0,2.0,2.0,0.092675,0.726099,-0.063028,0.397526,-0.012255,0.479808,0.572748,0.001915,0.10303,0.00742,0.119736,0.069744,0.067303,0.000531
4894,OK,,88.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.352008,0.304009,7.1292,4e-06,-134.2255,-116.8841,1.0,0.0,0.0,2.0,-0.72773,0.029098,-0.108293,0.254281,-0.163994,0.000367,0.2542,5e-06,0.128949,0.319471,-0.705691,0.001181,0.320736,0.0
4895,OK,,268.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.055159,0.033439,1.7931,0.10074,-411.4974,-386.3605,1.0,0.0,2.0,2.0,0.589068,0.002606,0.021382,0.76935,-0.009202,0.465787,0.21035,0.029735,0.064865,0.005762,-0.080065,0.061873,0.032222,0.038601
4896,SKIPPED,Insufficient obs (0) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
4898,OK,,148.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.046459,0.005882,1.4821,0.188454,22.3575,43.338,1.0,0.0,1.0,2.0,0.670318,0.0187,0.083954,0.504265,-0.003156,0.815068,0.024047,0.433279,-0.240339,0.110442,0.008281,0.91049,0.052967,0.065452
4899,SKIPPED,Insufficient obs (4) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
4900,SKIPPED,Insufficient obs (28) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
4901,SKIPPED,Insufficient obs (28) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
4902,SKIPPED,Insufficient obs (0) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
4903,OK,,184.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.236561,0.210681,1.7758,0.106483,-115.5259,-93.0213,1.0,0.0,2.0,2.0,-0.991545,0.177551,0.015156,0.903575,-0.140302,0.005332,0.170591,0.004431,0.357877,0.008511,-0.07441,0.282162,0.217569,0.004954
4904,OK,,97.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.081291,0.020044,1.0142,0.421205,-32.5137,-14.4907,1.0,0.0,2.0,0.0,0.364196,0.253454,0.202477,0.142908,-0.081351,0.067392,0.020657,0.137237,0.022136,0.241676,-0.037972,0.664852,0.060578,0.080748
4905,OK,,43.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.44189,0.348871,3.5146,0.007706,20.8472,33.1756,1.0,0.0,2.0,2.0,-2.952385,0.065896,-0.029129,0.858235,-0.196981,0.001287,0.254577,0.315982,0.041994,0.661714,0.205401,0.837507,0.702136,0.009259
4906,OK,,280.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.049514,0.028624,3.201,0.00471,-250.1906,-224.7471,1.0,0.0,2.0,1.0,0.780975,0.0,-0.015995,0.877905,-0.019572,0.141835,0.125751,0.002506,0.039484,0.20756,-0.05245,0.12208,0.023395,0.013683
4907,OK,,280.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.035358,0.014158,1.644,0.135091,-565.7152,-540.2717,1.0,0.0,1.0,2.0,0.833058,3.9e-05,-0.04617,0.529608,-0.018948,0.148217,0.336124,0.009215,0.03596,0.052772,0.061632,0.193426,0.009842,0.407691
4908,OK,,232.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.070764,0.045984,2.2762,0.037441,-199.9748,-175.8477,1.0,0.0,2.0,2.0,0.440983,0.155944,-0.090926,0.35961,-0.00086,0.965204,0.310243,0.020868,0.110165,0.194109,-0.013305,0.750075,0.063034,0.017526
4909,OK,,160.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.174424,0.142049,3.3471,0.003977,-116.8643,-95.3381,1.0,0.0,2.0,2.0,-0.398443,0.354076,-0.154024,0.154357,-0.024611,0.370308,0.362482,0.000119,0.240801,0.000495,0.094969,0.437357,0.144035,0.000444
4910,OK,,88.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.271559,0.217601,3.057,0.009537,-74.4623,-57.1209,1.0,0.0,0.0,2.0,-0.336556,0.406484,-0.062235,0.622081,-0.065517,0.005004,0.435059,6e-05,0.299986,0.001667,-0.271384,0.102562,0.140116,0.00067
4911,OK,,244.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.151851,0.130379,7.4947,0.0,-173.806,-149.3258,1.0,0.0,1.0,2.0,-0.015503,0.950785,-0.141154,0.016513,-0.054339,0.007834,0.232225,2e-06,0.230813,0.0,-0.115726,0.063424,0.118148,7e-06
4912,SKIPPED,Insufficient obs (0) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
4913,OK,,64.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.298876,0.225073,2.5007,0.032288,7.2958,22.408,1.0,0.0,2.0,2.0,-0.927939,0.122641,0.175991,0.566008,-0.093819,0.002814,0.096413,0.943738,-0.392009,0.011497,-0.710176,0.002711,0.239927,0.003338
4914,SKIPPED,Insufficient obs (0) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
4915,OK,,52.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.345953,0.258746,5.3702,0.000298,-33.6423,-19.9836,1.0,0.0,1.0,2.0,-1.538035,0.027922,-0.321157,0.080694,-0.096574,0.067873,0.644723,0.307798,0.248561,0.610022,0.89034,1e-05,0.318164,0.000669
4916,OK,,196.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.049768,0.019602,2.707,0.01519,-78.797,-55.8502,1.0,0.0,1.0,2.0,0.83865,0.0,-0.061217,0.416538,-0.016306,0.453586,0.095729,0.14168,0.028874,0.249566,-0.085602,0.080229,0.034746,0.031661
4917,OK,,280.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.134653,0.115634,4.4571,0.000253,-287.7813,-262.3378,1.0,0.0,2.0,2.0,-0.209026,0.408203,0.003659,0.970284,-0.048387,0.001477,0.233921,0.00047,0.49867,5e-06,-0.142413,0.033288,0.100978,3e-06
4918,SKIPPED,Insufficient obs (0) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
4920,OK,,82.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.111323,0.040229,1.1656,0.333822,18.8764,35.7234,1.0,0.0,2.0,2.0,0.251507,0.456924,0.011288,0.949724,0.001963,0.910998,0.268511,0.170831,-0.352176,0.209228,1.634533,0.197838,0.122747,0.031996
4921,OK,,262.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.08504,0.063512,3.5851,0.001983,-98.5014,-73.523,1.0,0.0,2.0,2.0,0.338711,0.035565,0.023939,0.764235,-0.046357,0.009741,0.030887,0.010241,0.005729,0.875217,-0.162544,0.009729,0.065583,9e-06
4922,OK,,256.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.061198,0.038576,2.6104,0.017973,-67.374,-42.5577,1.0,0.0,1.0,2.0,0.708002,0.008863,-0.009297,0.901972,0.001436,0.905451,0.063201,0.319218,0.101787,0.001134,-0.139543,0.056701,0.029093,0.219034
4923,SKIPPED,Insufficient obs (7) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
4924,OK,,262.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.084798,0.063264,3.0091,0.007372,-100.8302,-75.8518,1.0,0.0,1.0,2.0,0.716201,0.0,-0.128726,0.034583,-0.039655,0.042035,0.034875,0.006098,0.217427,0.013594,-0.108304,0.076528,0.055628,0.001327
4925,OK,,280.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.052295,0.031466,3.0707,0.006336,-300.0348,-274.5913,1.0,0.0,1.0,1.0,0.638642,0.0,0.032956,0.627064,-0.003152,0.821704,0.066847,0.003611,0.177728,0.049101,-0.00813,0.884303,0.027902,0.009262
4926,SKIPPED,Insufficient obs (28) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
4927,OK,,115.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.417173,0.384794,11.8981,0.0,-121.8234,-102.6089,1.0,0.0,2.0,2.0,-2.027308,1e-06,-0.213161,0.016054,-0.127524,0.000144,0.146988,0.0,-0.541035,0.456575,0.251723,0.098935,0.538338,0.0
4928,SKIPPED,Insufficient obs (24) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
4929,OK,,244.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.097821,0.074981,3.8346,0.001141,-183.1633,-158.6831,1.0,0.0,2.0,2.0,0.029608,0.899615,-0.020205,0.807723,-0.027796,0.291051,0.302678,0.000704,0.144358,0.000162,-0.264474,0.011404,0.113887,1.6e-05
4930,OK,,64.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.464432,0.408056,8.1099,2e-06,-33.4041,-18.2919,1.0,0.0,1.0,1.0,-1.182934,0.000399,-0.245391,0.114046,-0.187493,0.001402,-0.006521,0.768496,-0.139047,0.014415,0.913563,0.011578,0.566227,0.0
4931,OK,,280.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.060671,0.040027,2.5911,0.018541,-355.7762,-330.3327,1.0,0.0,2.0,1.0,0.463778,0.013865,-0.073465,0.284979,0.00101,0.934147,0.086388,0.001218,0.241381,0.004867,-0.036291,0.697354,0.038276,0.001667
4932,OK,,64.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.503551,0.451293,10.5257,0.0,-33.3501,-18.238,1.0,0.0,0.0,2.0,-2.008713,9.5e-05,-0.1971,0.057491,-0.133128,0.000645,0.261935,0.0,2.878332,0.037264,-0.215743,0.341282,0.454238,0.0
4933,OK,,148.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.148661,0.112434,2.9279,0.010095,-69.7548,-48.7744,1.0,0.0,2.0,2.0,-0.082362,0.824739,-0.003277,0.973485,-0.026813,0.058888,0.120493,0.000565,0.022872,0.327239,0.020579,0.634429,0.10893,0.004206
4935,OK,,136.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.091553,0.049299,2.2632,0.04135,-100.6989,-80.3103,1.0,0.0,1.0,2.0,0.173249,0.614738,-0.053386,0.568131,-0.042732,0.167179,0.176903,0.006898,0.080418,0.36511,0.034541,0.705035,0.115576,0.003845
4936,OK,,64.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.253612,0.175045,2.5274,0.030736,-106.2524,-91.1403,1.0,0.0,0.0,2.0,-1.173763,0.105948,0.190867,0.086465,-0.189308,0.003179,0.231858,0.074625,0.464883,0.262733,0.250804,0.670565,0.140069,0.01099
4937,SKIPPED,Insufficient obs (0) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
4938,OK,,238.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.023682,-0.001677,1.53,0.169139,-128.6317,-104.3258,1.0,0.0,2.0,2.0,1.104551,0.0,0.089001,0.277911,-0.003602,0.826274,-0.022709,0.242713,-0.025853,0.23218,-0.005921,0.031033,-0.015556,0.396665
4939,SKIPPED,Insufficient obs (0) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
4940,OK,,202.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.065671,0.036922,1.7894,0.103052,-63.4775,-40.3197,1.0,0.0,1.0,1.0,-0.337617,0.434199,0.009509,0.882632,-0.018103,0.279192,0.494345,0.002602,-0.000746,0.180854,0.305101,0.04873,0.108126,0.00226
4941,OK,,145.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.070224,0.029799,1.4909,0.185627,-34.8317,-13.9946,1.0,0.0,1.0,1.0,0.240972,0.484864,0.115293,0.214776,-0.002431,0.867707,0.114279,0.039565,-0.035054,0.441879,-0.151792,0.22935,0.084485,0.049729
4942,OK,,61.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.397949,0.331055,2.6243,0.026339,-32.7753,-17.9992,1.0,0.0,2.0,2.0,-2.270383,0.006558,-0.240482,0.034919,-0.177651,0.080822,0.322939,0.002388,0.051202,0.402435,-0.209948,0.740165,0.80248,0.000134
4943,OK,,76.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.411567,0.360398,1.9702,0.081799,-108.4322,-92.117,1.0,0.0,1.0,2.0,-2.794418,0.038014,-0.124834,0.173715,-0.139879,0.00721,3.788232,0.042237,0.247849,0.064316,0.378226,0.014131,0.31881,0.004327
4944,OK,,160.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.228049,0.197776,10.7643,0.0,-187.4188,-165.8926,1.0,0.0,1.0,2.0,0.451446,0.006902,-0.206691,0.012625,-0.080728,1.3e-05,0.265215,0.000778,-0.044034,0.370712,-0.191728,0.052838,0.133477,0.0
4945,OK,,116.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.302164,0.263751,6.0174,1.8e-05,-140.7828,-121.5077,1.0,0.0,1.0,2.0,-1.140602,0.007806,0.073165,0.552517,-0.003395,0.819388,0.209333,5.8e-05,0.081376,0.442635,0.228604,0.001436,0.202868,7e-06
4946,OK,,268.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.019445,-0.003096,0.5591,0.762631,-630.4917,-605.3547,1.0,0.0,2.0,1.0,0.936071,0.0,-0.00202,0.97389,-0.039921,0.158856,-0.06081,0.831116,0.006872,0.3823,-0.003274,0.744035,0.005412,0.41408
4947,OK,,115.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.129956,0.08162,3.896,0.001464,-51.788,-32.5735,1.0,0.0,1.0,2.0,0.246732,0.580611,-0.058018,0.542467,-0.083214,0.002025,0.062501,0.042315,-0.002532,0.846569,-0.217515,0.310255,0.102385,0.053718
4948,OK,,43.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.171958,0.033951,1.5303,0.19635,-47.9361,-35.6077,1.0,0.0,1.0,2.0,-0.58887,0.514704,-0.23466,0.098764,-0.019444,0.598661,0.244482,0.074342,-0.049939,0.812166,0.011576,0.875994,0.205411,0.043202
4949,OK,,37.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.610595,0.532714,5.3697,0.000725,-16.9927,-5.7163,1.0,0.0,1.0,2.0,-2.955961,0.223928,-0.048249,0.809733,-0.318656,0.004841,0.045415,0.532302,-0.546066,3.6e-05,-0.172888,0.622178,0.623158,0.081626
4950,OK,,280.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.100342,0.08057,6.4715,2e-06,-380.8867,-355.4432,1.0,0.0,1.0,2.0,0.676581,0.000164,-0.132827,0.051822,-0.041778,0.028014,0.111724,0.0,0.003294,0.877643,-0.042248,0.60562,0.03301,0.015849
4951,SKIPPED,Insufficient obs (28) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
4952,OK,,280.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.084871,0.064758,3.0327,0.006906,-204.0168,-178.5733,1.0,0.0,1.0,2.0,0.302495,0.205766,-0.014186,0.831212,0.004748,0.665756,0.064391,0.000603,0.209224,0.002781,-0.098413,0.047652,0.061319,0.002568
4953,OK,,73.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.179708,0.105136,2.5692,0.026842,13.6471,29.6803,1.0,0.0,1.0,2.0,-0.105048,0.865635,-0.205851,0.012877,-0.1043,0.11285,0.117133,0.012546,0.742149,0.446288,0.123521,0.92216,0.256529,0.07481
4954,SKIPPED,Insufficient obs (32) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
4955,OK,,232.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.196526,0.1751,4.5945,0.000201,-148.564,-124.4368,1.0,0.0,1.0,1.0,-0.091693,0.774829,-0.196536,0.000366,-0.018801,0.068828,0.113857,7.7e-05,0.399548,0.004538,0.175982,0.058657,0.146994,6.8e-05
4956,OK,,280.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.045902,0.024933,1.4166,0.208213,-281.3929,-255.9493,1.0,0.0,2.0,2.0,0.969516,0.00123,0.177221,0.148781,-0.018984,0.188237,-0.003396,0.948691,0.026643,0.44412,-0.05182,0.245655,-0.009039,0.539215
4957,OK,,121.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.068527,0.019502,1.3075,0.259457,-108.2055,-88.635,1.0,0.0,1.0,1.0,0.137976,0.780646,0.002175,0.983676,-0.048399,0.057411,0.033708,0.777101,0.116054,0.229751,-0.021727,0.558477,0.08627,0.125585
4958,OK,,37.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.265782,0.118938,3.0374,0.019253,-23.7845,-12.508,1.0,0.0,0.0,2.0,-0.246284,0.7908,-0.181567,0.438695,-0.085888,0.260878,0.216884,0.519829,-0.197032,0.129006,0.016858,0.38139,0.192847,0.127948
4959,OK,,172.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.14691,0.115889,3.0602,0.007262,-154.7056,-132.6731,1.0,0.0,1.0,2.0,-0.510775,0.308069,-0.124696,0.158689,-0.04331,0.141987,0.148432,0.001135,-0.695723,0.000741,-0.020012,0.55453,0.195472,0.000507
4960,OK,,88.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.532142,0.497485,9.2514,0.0,-126.5544,-109.213,1.0,0.0,2.0,2.0,-2.418758,0.000323,-0.141731,0.132796,-0.102114,0.000291,0.165346,3e-06,0.957414,6.6e-05,-0.452909,0.000183,0.412975,0.0
4961,SKIPPED,Insufficient obs (0) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
4962,OK,,102.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.460069,0.425968,11.9662,0.0,-126.8147,-108.4399,1.0,0.0,1.0,2.0,-0.622185,0.057503,-0.325116,0.000417,-0.167306,4e-06,0.267509,0.0,0.718654,0.000959,-0.313205,0.015308,0.345949,0.0
4963,SKIPPED,Insufficient obs (19) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
4965,OK,,85.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.293849,0.23953,4.8898,0.000273,-42.321,-25.2225,1.0,0.0,1.0,2.0,-0.241236,0.415309,-0.269976,0.024055,-0.087369,0.021729,0.206529,0.00324,0.099364,0.048507,-0.049704,0.454287,0.196865,1e-06
4966,OK,,136.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.187278,0.149477,4.6613,0.000253,-111.5256,-91.137,1.0,0.0,2.0,2.0,0.034402,0.903596,-0.115358,0.387099,-0.046255,0.07343,0.18098,0.026356,0.080647,0.015893,0.055671,0.351749,0.149834,2.3e-05
4967,SKIPPED,Insufficient obs (4) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
4968,SKIPPED,Insufficient obs (27) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
4969,SKIPPED,Insufficient obs (0) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
4970,SKIPPED,Insufficient obs (9) or features (6),,,,,,,,,,,,,,,,,,,,,,,,,,
4971,OK,,220.0,lag_ret|Momentum|BM_sep|OpProf|Inv|mktcap,0.09406,0.068541,3.1669,0.00537,-335.0382,-311.2828,1.0,0.0,1.0,2.0,0.572199,0.002786,-0.116555,0.096004,-0.017438,0.354138,0.168475,0.000131,-0.022798,0.812711,-0.042297,0.423639,0.054072,0.00114
